sales_key,date_key,customer_key,store_key,product_key,quantity,unit_price,item_discount,line_total,promotion
887,20260319,95,11,38,5,1104.26,0.00,5521.30,0.00
888,20260807,175,12,10,5,373.96,0.00,1869.80,0.00
889,20260811,23,7,12,2,269.11,13.46,511.31,0.00
890,20260529,176,21,3,4,1046.07,52.30,3975.07,0.00
891,20261111,79,1,5,5,2603.90,0.00,13019.50,0.00
892,20260317,10,15,6,4,572.05,0.00,2288.20,0.00
893,20260609,31,14,37,2,157.45,0.00,314.90,0.00
894,20260416,47,4,15,2,494.31,0.00,988.62,0.00
895,20261108,71,19,1,4,1810.89,90.54,6881.38,0.00
896,20260414,143,8,18,5,57972.29,0.00,289861.45,0.00
897,20260424,167,14,2,1,3061.98,0.00,3061.98,0.00
898,20260121,137,9,19,4,18972.21,0.00,75888.84,0.00
899,20260809,130,6,30,5,608.05,0.00,3040.25,0.00
900,20260817,160,11,7,1,3413.55,170.68,3242.87,0.00
901,20260107,16,18,22,1,3028.92,454.34,2574.58,0.00
902,20260720,26,21,37,3,157.45,15.74,425.11,0.00
903,20260109,99,5,36,4,1192.53,0.00,4770.12,0.00
904,20260801,26,6,29,5,807.07,80.71,3631.82,0.00
905,20260707,131,9,5,1,2603.90,0.00,2603.90,0.00
906,20260119,64,4,14,5,199.76,0.00,998.80,0.00
907,20260214,147,22,15,2,494.31,49.43,889.76,0.00
908,20260418,162,16,3,4,1046.07,104.61,3765.85,0.00
909,20260422,57,1,10,1,373.96,0.00,373.96,0.00
910,20260518,182,3,29,3,807.07,80.71,2179.09,0.00
911,20260210,130,15,14,5,199.76,9.99,948.86,0.00
912,20260112,28,11,16,2,505.66,0.00,1011.32,0.00
913,20261001,35,6,6,3,572.05,57.20,1544.54,0.00
914,20260816,121,15,24,2,19390.95,0.00,38781.90,0.00
915,20260128,146,16,32,3,4212.19,210.61,12004.74,0.00
916,20260624,48,21,33,3,529.26,52.93,1429.00,0.00
917,20260220,70,13,37,4,157.45,7.87,598.31,0.00
918,20260520,188,24,2,2,3061.98,153.10,5817.76,0.00
919,20260629,196,22,36,1,1192.53,0.00,1192.53,0.00
920,20260607,25,10,29,5,807.07,0.00,4035.35,0.00
921,20261022,28,17,20,5,41369.75,2068.49,196506.31,0.00
922,20261121,182,13,20,1,41369.75,0.00,41369.75,0.00
923,20260211,63,4,28,3,3150.34,0.00,9451.02,0.00
924,20260831,98,19,6,3,572.05,0.00,1716.15,0.00
925,20261022,54,9,35,1,250.64,25.06,225.58,0.00
926,20261107,26,5,37,5,157.45,0.00,787.25,0.00
927,20260912,122,7,1,4,1810.89,181.09,6519.20,0.00
928,20260930,46,23,15,3,494.31,0.00,1482.93,0.00
929,20261224,106,7,39,3,1191.21,59.56,3394.95,0.00
930,20260426,186,7,28,5,3150.34,315.03,14176.53,0.00
931,20260217,181,9,6,3,572.05,57.20,1544.54,0.00
932,20260811,116,23,23,5,16268.02,1626.80,73206.09,0.00
933,20261215,74,7,7,1,3413.55,170.68,3242.87,0.00
934,20260729,102,3,31,5,2187.92,218.79,9845.64,0.00
935,20260712,172,21,25,3,2914.87,291.49,7870.15,0.00
936,20260514,194,19,29,1,807.07,80.71,726.36,0.00
937,20261204,93,23,34,2,340.25,0.00,680.50,0.00
938,20261026,124,21,29,4,807.07,0.00,3228.28,0.00
939,20261104,19,19,24,1,19390.95,0.00,19390.95,0.00
940,20261120,166,20,3,5,1046.07,52.30,4968.83,0.00
941,20260303,38,24,16,3,505.66,0.00,1516.98,0.00
942,20260901,9,21,15,3,494.31,0.00,1482.93,0.00
943,20260525,72,8,7,5,3413.55,341.36,15360.98,0.00
944,20260330,174,21,21,5,8200.26,820.03,36901.17,0.00
945,20260102,86,3,15,3,494.31,24.72,1408.78,0.00
946,20260309,95,12,5,2,2603.90,260.39,4687.02,0.00
947,20260319,10,13,26,5,4860.09,729.01,20655.38,0.00
948,20260316,160,19,7,5,3413.55,341.36,15360.98,0.00
949,20260529,114,15,24,5,19390.95,0.00,96954.75,0.00
950,20260708,106,24,15,2,494.31,24.72,939.19,0.00
951,20261228,74,19,31,1,2187.92,328.19,1859.73,0.00
952,20260309,94,11,39,3,1191.21,0.00,3573.63,0.00
953,20260817,105,5,20,1,41369.75,4136.98,37232.78,0.00
954,20261106,96,15,39,2,1191.21,59.56,2263.30,0.00
955,20260615,165,22,34,5,340.25,51.04,1446.06,0.00
956,20260922,42,21,3,3,1046.07,104.61,2824.39,0.00
957,20260813,4,10,30,4,608.05,0.00,2432.20,0.00
958,20260419,136,13,16,3,505.66,75.85,1289.43,0.00
959,20260609,9,6,33,2,529.26,26.46,1005.59,0.00
960,20260501,195,21,3,5,1046.07,104.61,4707.31,0.00
961,20261127,142,6,37,5,157.45,15.74,708.52,0.00
962,20260831,158,18,29,5,807.07,40.35,3833.58,0.00
963,20260311,176,17,16,1,505.66,0.00,505.66,0.00
964,20260829,154,19,39,1,1191.21,119.12,1072.09,0.00
965,20261226,115,6,27,3,4721.70,236.08,13456.84,0.00
966,20260209,18,20,16,4,505.66,25.28,1921.51,0.00
967,20260218,103,4,22,4,3028.92,0.00,12115.68,0.00
968,20260927,16,15,10,4,373.96,0.00,1495.84,0.00
969,20260817,184,1,32,4,4212.19,210.61,16006.32,0.00
970,20260306,135,8,25,4,2914.87,291.49,10493.53,0.00
971,20261228,159,21,24,4,19390.95,0.00,77563.80,0.00
972,20260120,65,22,22,5,3028.92,302.89,13630.14,0.00
973,20260527,79,7,27,5,4721.70,0.00,23608.50,0.00
974,20260219,21,24,9,5,278.18,27.82,1251.81,0.00
975,20260423,41,11,12,1,269.11,0.00,269.11,0.00
976,20260313,38,22,34,2,340.25,34.02,612.45,0.00
977,20261210,129,15,26,5,4860.09,243.00,23085.43,0.00
978,20260715,78,7,35,4,250.64,0.00,1002.56,0.00
979,20260616,63,7,33,3,529.26,0.00,1587.78,0.00
980,20260915,147,10,8,5,1136.39,113.64,5113.76,0.00
981,20260707,67,12,12,1,269.11,0.00,269.11,0.00
982,20260219,75,9,1,4,1810.89,90.54,6881.38,0.00
983,20260131,134,7,38,3,1104.26,0.00,3312.78,0.00
984,20260601,155,10,13,1,392.05,19.60,372.45,0.00
985,20260107,42,3,18,4,57972.29,2898.61,220294.70,0.00
986,20261202,197,13,12,5,269.11,0.00,1345.55,0.00
987,20260104,154,7,4,1,703.29,70.33,632.96,0.00
988,20260731,8,10,21,2,8200.26,0.00,16400.52,0.00
989,20260808,94,11,1,5,1810.89,0.00,9054.45,0.00
990,20260828,114,1,2,5,3061.98,459.30,13013.42,0.00
991,20260101,79,19,27,5,4721.70,472.17,21247.65,0.00
992,20260910,137,4,21,2,8200.26,0.00,16400.52,0.00
993,20260608,138,22,1,2,1810.89,181.09,3259.60,0.00
994,20261103,125,1,25,5,2914.87,437.23,12388.20,0.00
995,20260220,182,22,22,4,3028.92,151.45,11509.90,0.00
996,20260212,105,24,2,2,3061.98,459.30,5205.37,0.00
997,20260829,40,13,14,3,199.76,19.98,539.35,0.00
998,20260320,114,1,26,1,4860.09,0.00,4860.09,0.00
999,20260718,182,15,11,1,508.89,0.00,508.89,0.00
1000,20260625,178,10,39,3,1191.21,59.56,3394.95,0.00
1001,20260302,82,10,19,1,18972.21,1897.22,17074.99,0.00
1002,20261117,124,10,34,3,340.25,17.01,969.71,0.00
1003,20260418,2,13,33,3,529.26,26.46,1508.39,0.00
1004,20260110,42,11,29,5,807.07,0.00,4035.35,0.00
1005,20260704,116,3,30,1,608.05,0.00,608.05,0.00
1006,20260320,99,20,22,2,3028.92,0.00,6057.84,0.00
1007,20260326,146,20,2,1,3061.98,0.00,3061.98,0.00
1008,20260414,42,5,11,1,508.89,0.00,508.89,0.00
1009,20260321,172,19,16,4,505.66,0.00,2022.64,0.00
1010,20261218,30,16,6,3,572.05,57.20,1544.54,0.00
1011,20261111,1,8,28,3,3150.34,0.00,9451.02,0.00
1012,20261218,99,20,14,1,199.76,9.99,189.77,0.00
1013,20261130,28,2,30,2,608.05,0.00,1216.10,0.00
1014,20260130,161,14,7,5,3413.55,512.03,14507.59,0.00
1015,20260223,104,19,9,2,278.18,0.00,556.36,0.00
1016,20260519,38,6,24,3,19390.95,969.55,55264.21,0.00
1017,20260717,147,6,22,3,3028.92,302.89,8178.08,0.00
1018,20260424,186,23,14,5,199.76,0.00,998.80,0.00
1019,20260918,186,3,23,4,16268.02,1626.80,58564.87,0.00
1020,20260329,75,2,10,4,373.96,37.40,1346.26,0.00
1021,20260112,193,23,40,2,633.93,0.00,1267.86,0.00
1022,20260930,83,2,20,1,41369.75,2068.49,39301.26,0.00
1023,20260221,199,4,21,2,8200.26,0.00,16400.52,0.00
1024,20260310,82,6,18,4,57972.29,5797.23,208700.24,0.00
1025,20260208,1,11,26,4,4860.09,486.01,17496.32,0.00
1026,20260326,21,12,37,3,157.45,0.00,472.35,0.00
1027,20260816,168,24,22,2,3028.92,454.34,5149.16,0.00
1028,20260621,180,21,9,5,278.18,0.00,1390.90,0.00
1029,20260411,2,23,24,3,19390.95,0.00,58172.85,0.00
1030,20260308,29,18,7,2,3413.55,170.68,6485.75,0.00
1031,20261025,129,14,35,2,250.64,0.00,501.28,0.00
1032,20260326,15,17,7,3,3413.55,0.00,10240.65,0.00
1033,20260519,70,18,14,5,199.76,19.98,898.92,0.00
1034,20260626,51,12,6,1,572.05,57.20,514.84,0.00
1035,20260416,114,3,30,5,608.05,0.00,3040.25,0.00
1036,20261215,116,16,9,3,278.18,27.82,751.09,0.00
1037,20260714,147,10,12,1,269.11,0.00,269.11,0.00
1038,20260218,60,5,23,5,16268.02,2440.20,69139.09,0.00
1039,20260131,116,11,32,5,4212.19,210.61,20007.90,0.00
1040,20260226,30,10,29,5,807.07,40.35,3833.58,0.00
1041,20260809,66,7,13,3,392.05,39.21,1058.54,0.00
1042,20260513,75,13,27,4,4721.70,0.00,18886.80,0.00
1043,20260917,190,6,35,5,250.64,25.06,1127.88,0.00
1044,20260117,106,17,17,4,4838.04,0.00,19352.16,0.00
1045,20260320,113,12,4,4,703.29,70.33,2531.84,0.00
1046,20260326,10,19,35,4,250.64,0.00,1002.56,0.00
1047,20261119,121,23,36,3,1192.53,0.00,3577.59,0.00
1048,20260524,84,8,25,4,2914.87,0.00,11659.48,0.00
1049,20260216,178,7,5,3,2603.90,130.20,7421.12,0.00
1050,20261016,147,21,1,1,1810.89,90.54,1720.35,0.00
1051,20260830,86,20,39,4,1191.21,0.00,4764.84,0.00
1052,20260724,158,10,39,1,1191.21,59.56,1131.65,0.00
1053,20261121,86,22,20,1,41369.75,6205.46,35164.29,0.00
1054,20260203,81,22,10,5,373.96,56.09,1589.33,0.00
1055,20260125,157,5,10,2,373.96,37.40,673.13,0.00
1056,20260118,126,7,39,4,1191.21,0.00,4764.84,0.00
1057,20260730,86,15,40,4,633.93,31.70,2408.93,0.00
1058,20260401,120,14,30,2,608.05,30.40,1155.29,0.00
1059,20260506,185,7,7,3,3413.55,170.68,9728.62,0.00
1060,20260913,135,1,30,3,608.05,30.40,1732.94,0.00
1061,20261024,90,23,4,4,703.29,0.00,2813.16,0.00
1062,20260720,115,19,22,3,3028.92,0.00,9086.76,0.00
1063,20260619,183,12,24,3,19390.95,0.00,58172.85,0.00
1064,20260605,111,10,37,4,157.45,0.00,629.80,0.00
1065,20260703,67,2,20,5,41369.75,2068.49,196506.31,0.00
1066,20260303,78,12,5,4,2603.90,260.39,9374.04,0.00
1067,20260225,30,18,21,5,8200.26,820.03,36901.17,0.00
1068,20260809,8,3,17,2,4838.04,241.90,9192.28,0.00
1069,20260802,119,12,25,2,2914.87,145.74,5538.25,0.00
1070,20260202,84,9,29,3,807.07,80.71,2179.09,0.00
1071,20260819,133,6,26,1,4860.09,243.00,4617.09,0.00
1072,20261210,140,18,22,3,3028.92,151.45,8632.42,0.00
1073,20260507,185,7,2,5,3061.98,459.30,13013.42,0.00
1074,20260624,5,20,26,2,4860.09,243.00,9234.17,0.00
1075,20260412,64,11,23,5,16268.02,0.00,81340.10,0.00
1076,20260422,119,5,1,2,1810.89,0.00,3621.78,0.00
1077,20260825,142,18,24,5,19390.95,0.00,96954.75,0.00
1078,20260720,78,8,40,5,633.93,95.09,2694.20,0.00
1079,20260525,40,16,40,3,633.93,31.70,1806.70,0.00
1080,20260301,79,22,7,4,3413.55,0.00,13654.20,0.00
1081,20260218,51,12,22,4,3028.92,0.00,12115.68,0.00
1082,20260323,28,16,31,1,2187.92,0.00,2187.92,0.00
1083,20261101,101,22,15,1,494.31,0.00,494.31,0.00
1084,20260721,45,24,19,4,18972.21,0.00,75888.84,0.00
1085,20260614,34,11,12,2,269.11,13.46,511.31,0.00
1086,20261128,177,5,5,3,2603.90,130.20,7421.12,0.00
1087,20260716,54,24,17,2,4838.04,0.00,9676.08,0.00
1088,20260805,25,18,8,2,1136.39,56.82,2159.14,0.00
1089,20261225,60,22,33,1,529.26,26.46,502.80,0.00
1090,20260718,179,3,25,5,2914.87,145.74,13845.63,0.00
1091,20261223,58,2,1,1,1810.89,90.54,1720.35,0.00
1092,20260601,194,7,2,3,3061.98,459.30,7808.05,0.00
1093,20260119,11,22,20,1,41369.75,0.00,41369.75,0.00
1094,20260115,30,3,26,5,4860.09,0.00,24300.45,0.00
1095,20260722,75,3,13,1,392.05,0.00,392.05,0.00
1096,20260723,83,6,24,3,19390.95,2908.64,49446.92,0.00
1097,20260605,60,9,4,5,703.29,0.00,3516.45,0.00
1098,20260619,76,11,20,1,41369.75,0.00,41369.75,0.00
1099,20260506,67,12,17,2,4838.04,483.80,8708.47,0.00
1100,20260121,124,13,30,2,608.05,30.40,1155.29,0.00
1101,20260211,100,24,36,3,1192.53,0.00,3577.59,0.00
1102,20260702,92,3,21,4,8200.26,820.03,29520.94,0.00
1103,20261210,176,10,31,2,2187.92,109.40,4157.05,0.00
1104,20260107,121,15,39,2,1191.21,0.00,2382.42,0.00
1105,20260611,7,1,34,5,340.25,17.01,1616.19,0.00
1106,20260728,50,23,17,5,4838.04,725.71,20561.67,0.00
1107,20261103,190,22,8,2,1136.39,113.64,2045.50,0.00
1108,20260623,18,10,3,1,1046.07,0.00,1046.07,0.00
1109,20261112,44,16,1,1,1810.89,271.63,1539.26,0.00
1110,20260109,56,8,37,5,157.45,15.74,708.52,0.00
1111,20261106,100,20,30,5,608.05,60.80,2736.22,0.00
1112,20260831,131,8,21,5,8200.26,0.00,41001.30,0.00
1113,20260406,4,3,32,2,4212.19,631.83,7160.72,0.00
1114,20260527,167,24,40,5,633.93,31.70,3011.17,0.00
1115,20260705,14,13,18,3,57972.29,0.00,173916.87,0.00
1116,20260807,158,24,3,3,1046.07,104.61,2824.39,0.00
1117,20260503,130,13,31,4,2187.92,109.40,8314.10,0.00
1118,20260127,69,5,21,4,8200.26,410.01,31160.99,0.00
1119,20260512,88,21,15,2,494.31,0.00,988.62,0.00
1120,20260709,186,10,23,2,16268.02,2440.20,27655.63,0.00
1121,20260927,42,4,1,3,1810.89,181.09,4889.40,0.00
1122,20260618,79,17,11,5,508.89,76.33,2162.78,0.00
1123,20260801,9,1,30,2,608.05,91.21,1033.68,0.00
1124,20260224,176,13,15,5,494.31,24.72,2347.97,0.00
1125,20260103,72,2,39,3,1191.21,0.00,3573.63,0.00
1126,20261207,177,3,13,5,392.05,19.60,1862.24,0.00
1127,20260114,175,12,1,5,1810.89,271.63,7696.28,0.00
1128,20260227,156,8,26,4,4860.09,0.00,19440.36,0.00
1129,20261229,170,13,7,4,3413.55,0.00,13654.20,0.00
1130,20260820,162,19,6,3,572.05,57.20,1544.54,0.00
1131,20260714,107,9,19,4,18972.21,0.00,75888.84,0.00
1132,20260914,105,23,16,4,505.66,0.00,2022.64,0.00
1133,20260716,102,9,17,2,4838.04,0.00,9676.08,0.00
1134,20260315,107,8,11,1,508.89,0.00,508.89,0.00
1135,20260330,54,21,26,3,4860.09,729.01,12393.23,0.00
1136,20260410,140,3,21,5,8200.26,0.00,41001.30,0.00
1137,20260610,175,11,33,5,529.26,52.93,2381.67,0.00
1138,20261206,11,11,35,1,250.64,25.06,225.58,0.00
1139,20261114,62,19,12,4,269.11,13.46,1022.62,0.00
1140,20261014,58,24,38,3,1104.26,55.21,3147.14,0.00
1141,20260620,139,18,12,5,269.11,0.00,1345.55,0.00
1142,20260818,179,10,8,2,1136.39,56.82,2159.14,0.00
1143,20260706,199,15,3,2,1046.07,156.91,1778.32,0.00
1144,20260520,15,22,23,5,16268.02,1626.80,73206.09,0.00
1145,20260717,152,11,3,2,1046.07,0.00,2092.14,0.00
1146,20260927,174,13,24,2,19390.95,0.00,38781.90,0.00
1147,20260806,180,15,13,1,392.05,39.21,352.84,0.00
1148,20260202,79,15,5,5,2603.90,390.58,11066.58,0.00
1149,20260204,25,10,18,1,57972.29,2898.61,55073.68,0.00
1150,20260304,52,7,15,3,494.31,49.43,1334.64,0.00
1151,20260101,139,17,26,1,4860.09,729.01,4131.08,0.00
1152,20261023,2,1,18,1,57972.29,2898.61,55073.68,0.00
1153,20260519,142,11,9,2,278.18,13.91,528.54,0.00
1154,20260521,170,21,8,3,1136.39,0.00,3409.17,0.00
1155,20260428,103,20,25,4,2914.87,0.00,11659.48,0.00
1156,20260404,86,11,6,4,572.05,28.60,2173.79,0.00
1157,20260419,158,4,40,5,633.93,63.39,2852.68,0.00
1158,20261121,194,20,27,1,4721.70,708.26,4013.44,0.00
1159,20260729,31,1,37,2,157.45,15.74,283.41,0.00
1160,20260805,137,4,1,4,1810.89,0.00,7243.56,0.00
1161,20260513,41,24,3,2,1046.07,52.30,1987.53,0.00
1162,20260106,90,20,22,3,3028.92,302.89,8178.08,0.00
1163,20260207,110,18,3,3,1046.07,156.91,2667.48,0.00
1164,20260924,136,13,30,1,608.05,60.80,547.24,0.00
1165,20260621,27,16,38,1,1104.26,0.00,1104.26,0.00
1166,20260227,57,12,20,2,41369.75,4136.98,74465.55,0.00
1167,20260122,8,21,28,2,3150.34,315.03,5670.61,0.00
1168,20261105,75,5,28,3,3150.34,157.52,8978.47,0.00
1169,20260419,171,12,19,4,18972.21,0.00,75888.84,0.00
1170,20260726,189,8,40,2,633.93,0.00,1267.86,0.00
1171,20260730,2,12,3,5,1046.07,52.30,4968.83,0.00
1172,20260831,43,22,28,1,3150.34,0.00,3150.34,0.00
1173,20261202,195,7,34,5,340.25,17.01,1616.19,0.00
1174,20260427,63,5,17,3,4838.04,0.00,14514.12,0.00
1175,20260714,21,12,31,3,2187.92,109.40,6235.57,0.00
1176,20260625,114,22,10,1,373.96,0.00,373.96,0.00
1177,20260312,42,24,10,5,373.96,37.40,1682.82,0.00
1178,20260220,59,8,16,4,505.66,50.57,1820.38,0.00
1179,20261211,62,19,14,2,199.76,19.98,359.57,0.00
1180,20260612,62,8,6,1,572.05,0.00,572.05,0.00
1181,20260719,118,8,37,3,157.45,0.00,472.35,0.00
1182,20260616,153,13,10,4,373.96,18.70,1421.05,0.00
1183,20261107,123,7,32,5,4212.19,210.61,20007.90,0.00
1184,20260121,76,22,17,1,4838.04,483.80,4354.24,0.00
1185,20260319,68,1,5,3,2603.90,130.20,7421.12,0.00
1186,20261004,39,9,36,4,1192.53,119.25,4293.11,0.00
1187,20261105,18,3,7,3,3413.55,0.00,10240.65,0.00
1188,20260701,104,3,5,3,2603.90,0.00,7811.70,0.00
1189,20261123,148,3,3,4,1046.07,104.61,3765.85,0.00
1190,20260624,165,1,13,3,392.05,39.21,1058.54,0.00
1191,20260124,65,20,19,3,18972.21,1897.22,51224.97,0.00
1192,20261223,100,24,19,3,18972.21,1897.22,51224.97,0.00
1193,20260419,25,14,39,4,1191.21,178.68,4050.11,0.00
1194,20260917,143,19,23,2,16268.02,1626.80,29282.44,0.00
1195,20260602,46,22,29,2,807.07,80.71,1452.73,0.00
1196,20260607,52,8,23,1,16268.02,0.00,16268.02,0.00
1197,20260615,26,8,3,3,1046.07,52.30,2981.30,0.00
1198,20260319,6,23,20,3,41369.75,4136.98,111698.32,0.00
1199,20261118,47,7,4,1,703.29,0.00,703.29,0.00
1200,20260328,41,16,27,2,4721.70,472.17,8499.06,0.00
1201,20260726,128,13,34,1,340.25,34.02,306.23,0.00
1202,20260306,148,9,34,1,340.25,51.04,289.21,0.00
1203,20260724,11,22,29,5,807.07,0.00,4035.35,0.00
1204,20260221,165,24,10,1,373.96,18.70,355.26,0.00
1205,20260823,49,14,33,4,529.26,26.46,2011.19,0.00
1206,20260321,72,8,23,4,16268.02,2440.20,55311.27,0.00
1207,20260207,30,13,7,3,3413.55,341.36,9216.59,0.00
1208,20260528,2,2,27,1,4721.70,472.17,4249.53,0.00
1209,20261119,164,5,18,2,57972.29,5797.23,104350.12,0.00
1210,20260204,111,22,24,2,19390.95,2908.64,32964.62,0.00
1211,20261214,110,19,16,1,505.66,0.00,505.66,0.00
1212,20260406,139,21,19,3,18972.21,948.61,54070.80,0.00
1213,20260703,85,14,11,1,508.89,25.44,483.45,0.00
1214,20260914,21,2,39,4,1191.21,59.56,4526.60,0.00
1215,20260821,130,24,6,4,572.05,57.20,2059.38,0.00
1216,20260226,34,2,7,3,3413.55,512.03,8704.55,0.00
1217,20260614,133,3,15,3,494.31,49.43,1334.64,0.00
1218,20260310,110,19,16,4,505.66,25.28,1921.51,0.00
1219,20260205,175,17,33,3,529.26,0.00,1587.78,0.00
1220,20261214,133,19,5,2,2603.90,260.39,4687.02,0.00
1221,20260308,38,17,33,1,529.26,79.39,449.87,0.00
1222,20260804,71,22,7,3,3413.55,341.36,9216.59,0.00
1223,20260219,61,23,26,4,4860.09,486.01,17496.32,0.00
1224,20260304,99,23,1,2,1810.89,90.54,3440.69,0.00
1225,20260218,100,7,1,3,1810.89,271.63,4617.77,0.00
1226,20261004,89,11,2,3,3061.98,0.00,9185.94,0.00
1227,20260621,185,20,17,2,4838.04,241.90,9192.28,0.00
1228,20260122,66,17,21,3,8200.26,0.00,24600.78,0.00
1229,20260420,29,21,34,5,340.25,51.04,1446.06,0.00
1230,20260516,107,21,5,1,2603.90,390.58,2213.32,0.00
1231,20261112,35,9,15,5,494.31,24.72,2347.97,0.00
1232,20261226,143,2,3,1,1046.07,104.61,941.46,0.00
1233,20260724,18,21,40,2,633.93,0.00,1267.86,0.00
1234,20261028,40,24,28,3,3150.34,157.52,8978.47,0.00
1235,20260905,81,23,9,1,278.18,41.73,236.45,0.00
1236,20260213,99,18,9,2,278.18,13.91,528.54,0.00
1237,20260326,43,12,13,2,392.05,0.00,784.10,0.00
1238,20260422,197,12,10,3,373.96,0.00,1121.88,0.00
1239,20260910,78,9,10,5,373.96,37.40,1682.82,0.00
1240,20260627,75,10,20,2,41369.75,4136.98,74465.55,0.00
1241,20261109,60,1,24,2,19390.95,969.55,36842.80,0.00
1242,20260201,73,21,21,4,8200.26,0.00,32801.04,0.00
1243,20260126,8,8,29,4,807.07,80.71,2905.45,0.00
1244,20260405,187,4,9,5,278.18,13.91,1321.36,0.00
1245,20260611,192,19,26,2,4860.09,243.00,9234.17,0.00
1246,20261208,168,12,13,2,392.05,0.00,784.10,0.00
1247,20260930,57,12,15,3,494.31,0.00,1482.93,0.00
1248,20260120,67,23,3,3,1046.07,52.30,2981.30,0.00
1249,20260815,40,19,5,4,2603.90,390.58,8853.26,0.00
1250,20260609,29,6,32,3,4212.19,421.22,11372.91,0.00
1251,20260311,107,7,9,4,278.18,0.00,1112.72,0.00
1252,20261013,111,2,5,3,2603.90,0.00,7811.70,0.00
1253,20260319,35,3,21,2,8200.26,410.01,15580.49,0.00
1254,20260819,53,10,23,3,16268.02,813.40,46363.86,0.00
1255,20260711,162,2,18,1,57972.29,2898.61,55073.68,0.00
1256,20260829,141,10,24,4,19390.95,1939.10,69807.42,0.00
1257,20261211,44,19,12,1,269.11,0.00,269.11,0.00
1258,20261030,45,14,12,3,269.11,13.46,766.96,0.00
1259,20260123,185,23,29,2,807.07,80.71,1452.73,0.00
1260,20260220,163,16,33,3,529.26,52.93,1429.00,0.00
1261,20260722,186,10,37,5,157.45,0.00,787.25,0.00
1262,20260928,191,9,32,3,4212.19,421.22,11372.91,0.00
1263,20260108,68,4,5,1,2603.90,0.00,2603.90,0.00
1264,20260706,106,4,35,4,250.64,25.06,902.30,0.00
1265,20260116,96,2,3,4,1046.07,0.00,4184.28,0.00
1266,20260311,78,2,25,2,2914.87,291.49,5246.77,0.00
1267,20260715,189,14,20,2,41369.75,2068.49,78602.52,0.00
1268,20260110,56,17,25,1,2914.87,0.00,2914.87,0.00
1269,20261006,56,11,40,1,633.93,63.39,570.54,0.00
1270,20260814,192,13,10,3,373.96,18.70,1065.79,0.00
1271,20260808,184,8,18,1,57972.29,5797.23,52175.06,0.00
1272,20260212,133,3,2,5,3061.98,0.00,15309.90,0.00
1273,20260928,9,9,38,5,1104.26,0.00,5521.30,0.00
1274,20261022,178,4,31,1,2187.92,218.79,1969.13,0.00
1275,20260322,140,11,17,5,4838.04,241.90,22980.69,0.00
1276,20260628,183,24,40,2,633.93,63.39,1141.07,0.00
1277,20261103,76,4,34,4,340.25,0.00,1361.00,0.00
1278,20260924,109,8,29,5,807.07,40.35,3833.58,0.00
1279,20260603,63,17,11,1,508.89,0.00,508.89,0.00
1280,20260102,111,11,7,2,3413.55,512.03,5803.04,0.00
1281,20260521,76,14,6,5,572.05,0.00,2860.25,0.00
1282,20260505,166,23,15,3,494.31,24.72,1408.78,0.00
1283,20261008,60,13,17,3,4838.04,0.00,14514.12,0.00
1284,20260630,66,19,11,4,508.89,0.00,2035.56,0.00
1285,20260214,93,7,29,5,807.07,0.00,4035.35,0.00
1286,20260116,104,3,29,1,807.07,40.35,766.72,0.00
1287,20261010,49,7,16,5,505.66,50.57,2275.47,0.00
1288,20260203,111,24,8,5,1136.39,113.64,5113.76,0.00
1289,20261128,166,2,21,4,8200.26,0.00,32801.04,0.00
1290,20260522,73,11,17,5,4838.04,0.00,24190.20,0.00
1291,20261120,25,11,16,4,505.66,75.85,1719.24,0.00
1292,20261219,131,17,11,5,508.89,25.44,2417.23,0.00
1293,20260808,123,1,23,5,16268.02,1626.80,73206.09,0.00
1294,20261202,60,3,2,4,3061.98,153.10,11635.52,0.00
1295,20260310,148,5,30,4,608.05,0.00,2432.20,0.00
1296,20260201,15,19,25,4,2914.87,145.74,11076.51,0.00
1297,20260323,152,18,36,3,1192.53,178.88,3040.95,0.00
1298,20260326,178,24,30,1,608.05,30.40,577.65,0.00
1299,20260903,24,2,32,3,4212.19,210.61,12004.74,0.00
1300,20260722,166,11,18,3,57972.29,2898.61,165221.03,0.00
1301,20260330,148,23,7,2,3413.55,0.00,6827.10,0.00
1302,20260327,2,17,13,3,392.05,0.00,1176.15,0.00
1303,20260626,190,11,26,4,4860.09,243.00,18468.34,0.00
1304,20261013,192,4,20,2,41369.75,0.00,82739.50,0.00
1305,20261003,157,10,38,1,1104.26,0.00,1104.26,0.00
1306,20260109,8,3,21,2,8200.26,410.01,15580.49,0.00
1307,20260304,117,12,9,5,278.18,13.91,1321.36,0.00
1308,20261025,157,24,15,2,494.31,0.00,988.62,0.00
1309,20260915,61,14,33,5,529.26,26.46,2513.98,0.00
1310,20260414,32,23,24,1,19390.95,1939.10,17451.86,0.00
1311,20260909,84,24,16,1,505.66,0.00,505.66,0.00
1312,20261108,131,12,27,1,4721.70,472.17,4249.53,0.00
1313,20260212,13,1,26,5,4860.09,729.01,20655.38,0.00
1314,20260717,175,1,19,3,18972.21,1897.22,51224.97,0.00
1315,20260713,14,22,29,2,807.07,40.35,1533.43,0.00
1316,20261022,113,5,7,1,3413.55,0.00,3413.55,0.00
1317,20260814,158,20,18,3,57972.29,0.00,173916.87,0.00
1318,20260227,20,5,19,4,18972.21,2845.83,64505.51,0.00
1319,20260904,42,19,22,4,3028.92,454.34,10298.33,0.00
